"","GameNum","X","Season","Date","Div","Country","League","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HomeOverall","HomeGoalkeeper","HomeAttacking","HomeMidfield","HomeDefense","HomeBench","AwayOverall","AwayGoalkeeper","AwayAttacking","AwayMidfield","AwayDefense","AwayBench","GoalDiff","TotalGoals"
"15",15,692,"2018/2019","2019-06-04 00:00:00","SP2","Spain","La Liga Segunda Division","Elche","La Coruna",0,0,"D",9,19,0,10,68.3636363636364,68,69,68.75,67.75,66.5714285714286,73.9090909090909,72,75,76,71.75,72.2857142857143,0,0
"16",16,693,"2018/2019","2019-06-04 00:00:00","SP2","Spain","La Liga Segunda Division","Lugo","Tenerife",0,0,"D",10,13,5,3,70.6363636363636,71,71,71,70,67.2857142857143,70.8181818181818,71,71,72.25,69.25,69,0,0
"17",17,694,"2018/2019","2019-06-04 00:00:00","SP2","Spain","La Liga Segunda Division","Mallorca","Granada",1,1,"D",8,7,3,1,67.8181818181818,68,66.5,69.75,66.5,66.1428571428571,70.7272727272727,69,71.5,72,69.5,67.4285714285714,0,2
"18",18,695,"2018/2019","2019-06-04 00:00:00","SP2","Spain","La Liga Segunda Division","Oviedo","Rayo Majadahonda",4,3,"H",18,23,8,10,72.3636363636364,71,72.5,72.75,72.25,69.5714285714286,68.6363636363636,66,68,68.25,70,65.8571428571429,1,7
"20",20,697,"2018/2019","2019-06-02 00:00:00","SP2","Spain","La Liga Segunda Division","Reus Deportiu","Sp Gijon",0,1,"A",NA,NA,NA,NA,68.5454545454545,73,65.5,69,68.5,66.1428571428571,73.2727272727273,76,72,73.75,72.75,69.5714285714286,-1,1
"21",21,698,"2018/2019","2019-06-01 00:00:00","SP2","Spain","La Liga Segunda Division","Alcorcon","Gimnastic",0,1,"A",6,12,3,7,70.1818181818182,72,70.5,70.25,69.5,68.7142857142857,70.2727272727273,69,71.5,69.5,70.75,67.4285714285714,-1,1
"22",22,699,"2018/2019","2019-05-31 00:00:00","SP2","Spain","La Liga Segunda Division","Cordoba","Osasuna",2,3,"A",16,9,5,6,69,67,67,70,69.5,65.2857142857143,71.3636363636364,71,72,72.75,69.75,69.5714285714286,-1,5
"25",25,702,"2018/2019","2019-05-26 00:00:00","I1","Italy","Serie A","Fiorentina","Genoa",0,0,"D",5,2,5,1,76.5454545454545,78,78,75.75,76.25,74,76.0909090909091,77,75.5,75.5,76.75,72.8571428571429,0,0
"26",26,703,"2018/2019","2019-05-26 00:00:00","I1","Italy","Serie A","Roma","Parma",2,1,"H",16,9,8,5,82.3636363636364,80,83.5,82,82.75,78.5714285714286,73.2727272727273,75,77.5,72.75,71.25,72.2857142857143,1,3
"27",27,704,"2018/2019","2019-05-26 00:00:00","I1","Italy","Serie A","Sampdoria","Juventus",2,0,"H",10,6,3,1,76.7272727272727,74,80,77.25,75.25,74.4285714285714,87,85,91.5,85.5,86.75,83.1428571428571,2,2
"31",31,708,"2018/2019","2019-05-26 00:00:00","SP2","Spain","La Liga Segunda Division","Tenerife","Oviedo",2,1,"H",9,11,3,4,70.8181818181818,71,71,72.25,69.25,69,72.3636363636364,71,72.5,72.75,72.25,69.5714285714286,1,3
"32",32,709,"2018/2019","2019-05-26 00:00:00","SP2","Spain","La Liga Segunda Division","Numancia","Reus Deportiu",1,0,"H",NA,NA,NA,NA,70.4545454545455,68,69.5,70.75,71.25,68.4285714285714,68.5454545454545,73,65.5,69,68.5,66.1428571428571,1,1
"33",33,710,"2018/2019","2019-05-26 00:00:00","SP2","Spain","La Liga Segunda Division","Granada","Cadiz",1,1,"D",3,11,2,4,70.7272727272727,69,71.5,72,69.5,67.4285714285714,71.1818181818182,73,72,72,69.5,69,0,2
"34",34,711,"2018/2019","2019-05-26 00:00:00","SP2","Spain","La Liga Segunda Division","Gimnastic","Elche",3,3,"D",22,9,8,4,70.2727272727273,69,71.5,69.5,70.75,67.4285714285714,68.3636363636364,68,69,68.75,67.75,66.5714285714286,0,6
"35",35,712,"2018/2019","2019-05-26 00:00:00","SP2","Spain","La Liga Segunda Division","Extremadura UD","Lugo",0,0,"D",7,11,4,3,68,66,70,67.75,67.75,66.1428571428571,70.6363636363636,71,71,71,70,67.2857142857143,0,0
"37",37,714,"2018/2019","2019-05-26 00:00:00","T1","Turkey","Futbol Ligi 1","Yeni Malatyaspor","Bursaspor",1,2,"A",10,9,4,5,70.7272727272727,68,73.5,72,68.75,69,71.6363636363636,64,74,72.25,71.75,70.1428571428571,-1,3
"38",38,715,"2018/2019","2019-05-26 00:00:00","T1","Turkey","Futbol Ligi 1","Kayserispor","Erzurum BB",0,2,"A",20,16,7,6,73,74,73.5,73.25,72.25,69.8571428571429,70,65,70.5,72.75,68.25,64.8571428571429,-2,2
"39",39,716,"2018/2019","2019-05-26 00:00:00","T1","Turkey","Futbol Ligi 1","Goztep","Ankaragucu",2,1,"H",11,7,5,4,73.8181818181818,76,73.5,74.25,73,70.2857142857143,73.5454545454545,76,72,73,74.25,70.2857142857143,1,3
"40",40,717,"2018/2019","2019-05-26 00:00:00","I1","Italy","Serie A","Spal","Milan",2,3,"A",7,16,4,8,75,76,76,76,73.25,73,82,83,85.5,81.5,80.5,78.7142857142857,-1,5
"41",41,718,"2018/2019","2019-05-26 00:00:00","I1","Italy","Serie A","Inter","Empoli",2,1,"H",20,9,15,5,84.2727272727273,88,86,83,83.75,80.1428571428571,73.7272727272727,71,75,73.25,74.25,71.1428571428571,1,3
"42",42,719,"2018/2019","2019-05-25 00:00:00","SP2","Spain","La Liga Segunda Division","Osasuna","Las Palmas",2,0,"H",10,10,6,2,71.3636363636364,71,72,72.75,69.75,69.5714285714286,73.5454545454545,74,75.5,72.75,73.25,71.2857142857143,2,2
"43",43,720,"2018/2019","2019-05-25 00:00:00","SP2","Spain","La Liga Segunda Division","Rayo Majadahonda","Cordoba",0,0,"D",19,10,7,1,68.6363636363636,66,68,68.25,70,65.8571428571429,69,67,67,70,69.5,65.2857142857143,0,0
"44",44,721,"2018/2019","2019-05-25 00:00:00","SP2","Spain","La Liga Segunda Division","Sp Gijon","Albacete",0,2,"A",4,11,0,4,73.2727272727273,76,72,73.75,72.75,69.5714285714286,69.9090909090909,69,70.5,68.5,71.25,67.2857142857143,-2,2
"45",45,722,"2018/2019","2019-05-25 00:00:00","T1","Turkey","Futbol Ligi 1","Konyaspor","Akhisar Belediyespor",0,0,"D",18,14,7,5,73.3636363636364,74,74.5,73.5,72.5,69.4285714285714,72.6363636363636,69,74.5,72.75,72.5,69.5714285714286,0,0
"47",47,724,"2018/2019","2019-05-25 00:00:00","I1","Italy","Serie A","Bologna","Napoli",3,2,"H",10,15,5,8,76.5454545454545,76,76.5,76.75,76.5,74.1428571428571,83.8181818181818,79,87.5,83.75,83.25,79.5714285714286,1,5
"48",48,725,"2018/2019","2019-05-24 00:00:00","SP2","Spain","La Liga Segunda Division","Malaga","Zaragoza",3,1,"H",15,7,8,6,73.2727272727273,72,72,74,73.5,71.1428571428571,70.9090909090909,73,72,70.5,70.25,69,2,4
"49",49,726,"2018/2019","2019-05-24 00:00:00","F1","France","Le Championnat","Caen","Bordeaux",0,1,"A",14,12,1,5,74.0909090909091,71,74.5,73.75,75,70.4285714285714,75.7272727272727,78,76.5,75.75,74.75,73.1428571428571,-1,1
"50",50,727,"2018/2019","2019-05-24 00:00:00","T1","Turkey","Futbol Ligi 1","Buyuksehyr","Alanyaspor",1,1,"D",11,17,3,7,76.6363636363636,77,77.5,78.5,74.25,73.1428571428571,73.1818181818182,69,75,73.75,72.75,69.7142857142857,0,2
"51",51,728,"2018/2019","2019-05-24 00:00:00","T1","Turkey","Futbol Ligi 1","Besiktas","Kasimpasa",3,2,"H",13,16,4,6,80.0909090909091,79,78.5,80.25,81,75.8571428571429,72.3636363636364,71,72.5,73,72,68.7142857142857,1,5
"52",52,729,"2018/2019","2019-05-24 00:00:00","F1","France","Le Championnat","Amiens","Guingamp",2,1,"H",19,16,9,4,75.0909090909091,77,76,75.25,74,71.2857142857143,74.5454545454545,74,75,75,74,72.4285714285714,1,3
"55",55,732,"2018/2019","2019-05-24 00:00:00","F1","France","Le Championnat","Dijon","Toulouse",2,1,"H",12,13,6,3,73.9090909090909,71,74.5,75,73.25,72,74.7272727272727,78,76.5,75,72.75,72.5714285714286,1,3
"56",56,733,"2018/2019","2019-05-24 00:00:00","T1","Turkey","Futbol Ligi 1","Rizespor","Trabzonspor",2,3,"A",20,21,5,8,71.7272727272727,72,73,73.75,69,69.2857142857143,74.6363636363636,77,76.5,76,71.75,70,-1,5
"58",58,735,"2018/2019","2019-05-24 00:00:00","F1","France","Le Championnat","Nice","Monaco",2,0,"H",8,11,2,4,77.1818181818182,77,81,76,76.5,72.1428571428571,79.7272727272727,83,81.5,78.75,79,75.2857142857143,2,2
"59",59,736,"2018/2019","2019-05-24 00:00:00","F1","France","Le Championnat","Nimes","Lyon",2,3,"A",17,19,8,8,71.0909090909091,72,70,72.75,69.75,68.7142857142857,81.0909090909091,84,84.5,81,78.75,76.4285714285714,-1,5
"60",60,737,"2018/2019","2019-05-24 00:00:00","F1","France","Le Championnat","Reims","Paris SG",3,1,"H",10,13,6,2,72.9090909090909,73,73.5,71.75,73.75,69.2857142857143,85.7272727272727,88,90.5,85.5,83,80.4285714285714,2,4
"61",61,738,"2018/2019","2019-05-24 00:00:00","F1","France","Le Championnat","Rennes","Lille",3,1,"H",13,14,8,7,76.5454545454545,76,77.5,77.5,75.25,73,73.9090909090909,75,72.5,75.25,73,69.7142857142857,2,4
"62",62,739,"2018/2019","2019-05-24 00:00:00","T1","Turkey","Futbol Ligi 1","Sivasspor","Galatasaray",4,3,"H",30,7,14,4,72,69,73,72.5,71.75,68.8571428571429,78.2727272727273,81,78,78.5,77.5,74.4285714285714,1,7
"64",64,741,"2018/2019","2019-05-20 00:00:00","T1","Turkey","Futbol Ligi 1","Ankaragucu","Sivasspor",3,1,"H",14,10,6,4,73.5454545454545,76,72,73,74.25,70.2857142857143,72,69,73,72.5,71.75,68.8571428571429,2,4
"65",65,742,"2018/2019","2019-05-20 00:00:00","I1","Italy","Serie A","Lazio","Bologna",3,3,"D",10,13,5,6,81.7272727272727,81,84.5,82.5,79.75,77.1428571428571,76.5454545454545,76,76.5,76.75,76.5,74.1428571428571,0,6
"66",66,743,"2018/2019","2019-05-20 00:00:00","SP2","Spain","La Liga Segunda Division","Albacete","Granada",0,1,"A",24,7,6,2,69.9090909090909,69,70.5,68.5,71.25,67.2857142857143,70.7272727272727,69,71.5,72,69.5,67.4285714285714,-1,1
"67",67,744,"2018/2019","2019-05-19 00:00:00","P1","Portugal","Liga I","Tondela","Chaves",5,2,"H",13,18,7,5,70.2727272727273,78,69,69.5,69.75,66.4285714285714,72.6363636363636,75,73.5,71.5,72.75,70.1428571428571,3,7
"68",68,745,"2018/2019","2019-05-19 00:00:00","I1","Italy","Serie A","Parma","Fiorentina",1,0,"H",9,12,5,6,73.2727272727273,75,77.5,72.75,71.25,72.2857142857143,76.5454545454545,78,78,75.75,76.25,74,1,1
"69",69,746,"2018/2019","2019-05-19 00:00:00","I1","Italy","Serie A","Napoli","Inter",4,1,"H",14,10,6,7,83.8181818181818,79,87.5,83.75,83.25,79.5714285714286,84.2727272727273,88,86,83,83.75,80.1428571428571,3,5
"71",71,748,"2018/2019","2019-05-19 00:00:00","I1","Italy","Serie A","Milan","Frosinone",2,0,"H",9,6,3,2,82,83,85.5,81.5,80.5,78.7142857142857,73.1818181818182,78,75.5,71.75,72.25,72.1428571428571,2,2
"73",73,750,"2018/2019","2019-05-19 00:00:00","SP2","Spain","La Liga Segunda Division","Cadiz","Osasuna",0,0,"D",12,9,3,3,71.1818181818182,73,72,72,69.5,69,71.3636363636364,71,72,72.75,69.75,69.5714285714286,0,0
"75",75,752,"2018/2019","2019-05-19 00:00:00","SP2","Spain","La Liga Segunda Division","Cordoba","Gimnastic",4,3,"H",14,13,10,6,69,67,67,70,69.5,65.2857142857143,70.2727272727273,69,71.5,69.5,70.75,67.4285714285714,1,7
"76",76,753,"2018/2019","2019-05-19 00:00:00","T1","Turkey","Futbol Ligi 1","Akhisar Belediyespor","Kayserispor",2,2,"D",16,21,4,8,72.6363636363636,69,74.5,72.75,72.5,69.5714285714286,73,74,73.5,73.25,72.25,69.8571428571429,0,4
"77",77,754,"2018/2019","2019-05-19 00:00:00","D2","Germany","Bundesliga 2","Regensburg","Sandhausen",2,2,"D",15,12,3,5,68.8181818181818,70,70.5,68,68.5,66.4285714285714,70.0909090909091,70,69.5,69.25,71.25,68.2857142857143,0,4
"80",80,757,"2018/2019","2019-05-19 00:00:00","SP2","Spain","La Liga Segunda Division","Lugo","La Coruna",1,0,"H",10,15,4,3,70.6363636363636,71,71,71,70,67.2857142857143,73.9090909090909,72,75,76,71.75,72.2857142857143,1,1
"82",82,759,"2018/2019","2019-05-19 00:00:00","SP1","Spain","La Liga Primera Division","Real Madrid","Betis",0,2,"A",9,9,2,7,87.6363636363636,89,88,87.5,87.25,83.2857142857143,80.8181818181818,82,80.5,81.5,80,79.1428571428571,-2,2
"83",83,760,"2018/2019","2019-05-19 00:00:00","D2","Germany","Bundesliga 2","Bielefeld","Holstein Kiel",1,0,"H",20,16,6,1,70.0909090909091,72,71,69.25,70,66.8571428571429,70.3636363636364,70,73.5,70,69.25,66.2857142857143,1,1
"84",84,761,"2018/2019","2019-05-19 00:00:00","D2","Germany","Bundesliga 2","Bochum","Union Berlin",2,2,"D",8,26,2,8,71.0909090909091,69,71.5,72.25,70.25,68.2857142857143,71.4545454545455,73,72,70,72.25,70.1428571428571,0,4
"86",86,763,"2018/2019","2019-05-19 00:00:00","D2","Germany","Bundesliga 2","Dresden","Paderborn",3,1,"H",12,21,5,5,69.6363636363636,68,70,69.25,70.25,67.5714285714286,69.3636363636364,69,70.5,69,69.25,66.7142857142857,2,4
"87",87,764,"2018/2019","2019-05-19 00:00:00","SP2","Spain","La Liga Segunda Division","Mallorca","Almeria",1,0,"H",18,4,3,1,67.8181818181818,68,66.5,69.75,66.5,66.1428571428571,69.1818181818182,72,69.5,70.25,67.25,66.7142857142857,1,1
"88",88,765,"2018/2019","2019-05-19 00:00:00","SP2","Spain","La Liga Segunda Division","Oviedo","Numancia",1,0,"H",11,8,3,2,72.3636363636364,71,72.5,72.75,72.25,69.5714285714286,70.4545454545455,68,69.5,70.75,71.25,68.4285714285714,1,1
"89",89,766,"2018/2019","2019-05-19 00:00:00","SP2","Spain","La Liga Segunda Division","Reus Deportiu","Malaga",0,1,"A",NA,NA,NA,NA,68.5454545454545,73,65.5,69,68.5,66.1428571428571,73.2727272727273,72,72,74,73.5,71.1428571428571,-1,1
"90",90,767,"2018/2019","2019-05-19 00:00:00","SC0","Scotland","Premier League","Celtic","Hearts",2,1,"H",16,4,7,3,75.2727272727273,74,75,76,75,72.5714285714286,69.6363636363636,69,70,69.25,70,65.8571428571429,1,3
"92",92,769,"2018/2019","2019-05-19 00:00:00","SC0","Scotland","Premier League","Kilmarnock","Rangers",2,1,"H",9,7,4,3,68.2727272727273,69,70,68.25,67.25,64.4285714285714,72.7272727272727,75,74,71.75,72.5,70.8571428571429,1,3
"94",94,771,"2018/2019","2019-05-19 00:00:00","D2","Germany","Bundesliga 2","Hamburg","Duisburg",3,0,"H",22,8,8,5,74,72,72,74.25,75.25,69.8571428571429,69.5454545454545,67,69,70.5,69.5,68.1428571428571,3,3
"96",96,773,"2018/2019","2019-05-19 00:00:00","D2","Germany","Bundesliga 2","Magdeburg","FC Koln",1,1,"D",12,17,4,5,69,69,69.5,68.25,69.5,66,76.1818181818182,83,75,75,76.25,72.2857142857143,0,2
"98",98,775,"2018/2019","2019-05-19 00:00:00","T1","Turkey","Futbol Ligi 1","Bursaspor","Goztep",0,0,"D",14,2,3,1,71.6363636363636,64,74,72.25,71.75,70.1428571428571,73.8181818181818,76,73.5,74.25,73,70.2857142857143,0,0
"99",99,776,"2018/2019","2019-05-19 00:00:00","I1","Italy","Serie A","Chievo","Sampdoria",0,0,"D",4,9,1,6,76.5454545454545,80,78.5,77,74.25,73.4285714285714,76.7272727272727,74,80,77.25,75.25,74.4285714285714,0,0
"100",100,777,"2018/2019","2019-05-18 00:00:00","D1","Germany","Bundesliga 1","Mainz","Hoffenheim",4,2,"H",22,19,12,7,75.8181818181818,79,74,76,75.75,73,79.6363636363636,83,77,79.75,80,76.2857142857143,2,6
"101",101,778,"2018/2019","2019-05-18 00:00:00","D1","Germany","Bundesliga 1","M'gladbach","Dortmund",0,2,"A",7,12,0,3,79.1818181818182,83,81,79,77.5,77.5714285714286,81.8181818181818,82,81,83.5,80.5,79.2857142857143,-2,2
"102",102,779,"2018/2019","2019-05-18 00:00:00","D1","Germany","Bundesliga 1","Hertha","Leverkusen",1,5,"A",9,13,4,8,77.6363636363636,83,77,77.25,77,73.5714285714286,81.2727272727273,84,80.5,81.25,81,77,-4,6
"103",103,780,"2018/2019","2019-05-18 00:00:00","D1","Germany","Bundesliga 1","Schalke 04","Stuttgart",0,0,"D",12,16,3,8,80.3636363636364,83,79.5,78.75,81.75,76,78.2727272727273,79,80,78,77.5,73.5714285714286,0,0
"104",104,781,"2018/2019","2019-05-18 00:00:00","D1","Germany","Bundesliga 1","Freiburg","Nurnberg",5,1,"H",18,14,8,5,75.0909090909091,77,77,74.25,74.5,72,73.8181818181818,73,73.5,74.75,73.25,69.7142857142857,4,6
"105",105,782,"2018/2019","2019-05-18 00:00:00","P1","Portugal","Liga I","Setubal","Rio Ave",1,3,"A",9,15,4,7,72.0909090909091,71,71,72.5,72.5,69.1428571428571,72.0909090909091,71,75.5,72.25,70.5,70.5714285714286,-2,4
"107",107,784,"2018/2019","2019-05-18 00:00:00","P1","Portugal","Liga I","Maritimo","Boavista",0,1,"A",17,9,5,3,72.9090909090909,72,74,72.75,72.75,70.2857142857143,71.9090909090909,73,70.5,73.5,70.75,68.4285714285714,-1,1
"110",110,787,"2018/2019","2019-05-18 00:00:00","D1","Germany","Bundesliga 1","Bayern Munich","Ein Frankfurt",5,1,"H",23,6,14,2,86.7272727272727,89,89,86.25,85.5,83.1428571428571,78,80,79.5,77.5,77.25,76.1428571428571,4,6
"111",111,788,"2018/2019","2019-05-18 00:00:00","SP1","Spain","La Liga Primera Division","Getafe","Villarreal",2,2,"D",17,8,5,4,77.4545454545455,78,78,76.5,78,75.4285714285714,81,84,82,81,79.75,77.5714285714286,0,4
"114",114,791,"2018/2019","2019-05-18 00:00:00","SC0","Scotland","Premier League","Dundee","St Mirren",2,3,"A",4,12,3,6,65.5454545454545,64,67.5,64.75,65.75,63.1428571428571,63.6363636363636,61,66,63.25,63.5,62,-1,5
"115",115,792,"2018/2019","2019-05-18 00:00:00","SP1","Spain","La Liga Primera Division","Valladolid","Valencia",0,2,"A",19,9,4,6,74.0909090909091,77,75,74.5,72.5,72.5714285714286,81.8181818181818,83,81.5,82.25,81.25,78.5714285714286,-2,2
"116",116,793,"2018/2019","2019-05-18 00:00:00","SP1","Spain","La Liga Primera Division","Sevilla","Ath Bilbao",2,0,"H",9,9,3,1,80.8181818181818,80,81,82.75,79,78.4285714285714,79.5454545454545,77,81.5,80.5,78.25,76.2857142857143,2,2
"117",117,794,"2018/2019","2019-05-18 00:00:00","P1","Portugal","Liga I","Benfica","Santa Clara",4,1,"H",21,17,8,3,80.2727272727273,76,82.5,80,80.5,77.5714285714286,70.2727272727273,71,72.5,69.75,69.5,68.1428571428571,3,5
"119",119,796,"2018/2019","2019-05-18 00:00:00","SP2","Spain","La Liga Segunda Division","Elche","Tenerife",3,0,"H",15,13,6,3,68.3636363636364,68,69,68.75,67.75,66.5714285714286,70.8181818181818,71,71,72.25,69.25,69,3,3
"121",121,798,"2018/2019","2019-05-18 00:00:00","I1","Italy","Serie A","Udinese","Spal",3,2,"H",10,12,4,5,74.9090909090909,74,77,75.75,73.25,74.2857142857143,75,76,76,76,73.25,73,1,5
"122",122,799,"2018/2019","2019-05-18 00:00:00","I1","Italy","Serie A","Sassuolo","Roma",0,0,"D",9,17,3,6,76.2727272727273,82,77,76.5,74.25,72.8571428571429,82.3636363636364,80,83.5,82,82.75,78.5714285714286,0,0
"123",123,800,"2018/2019","2019-05-18 00:00:00","I1","Italy","Serie A","Genoa","Cagliari",1,1,"D",16,4,9,3,76.0909090909091,77,75.5,75.5,76.75,72.8571428571429,76.2727272727273,78,77,76,75.75,72.5714285714286,0,2
"124",124,801,"2018/2019","2019-05-18 00:00:00","T1","Turkey","Futbol Ligi 1","Trabzonspor","Besiktas",2,1,"H",19,8,8,3,74.6363636363636,77,76.5,76,71.75,70,80.0909090909091,79,78.5,80.25,81,75.8571428571429,1,3
"125",125,802,"2018/2019","2019-05-18 00:00:00","D1","Germany","Bundesliga 1","Werder Bremen","RB Leipzig",2,1,"H",6,10,3,3,78,82,79.5,78,76.25,74.8571428571429,79.8181818181818,80,81,81.25,77.75,75.7142857142857,1,3
"127",127,804,"2018/2019","2019-05-18 00:00:00","T1","Turkey","Futbol Ligi 1","Antalyaspor","Yeni Malatyaspor",3,0,"H",17,12,5,2,72.2727272727273,70,73.5,74.25,70.25,68.5714285714286,70.7272727272727,68,73.5,72,68.75,69,3,3
"128",128,805,"2018/2019","2019-05-18 00:00:00","SP2","Spain","La Liga Segunda Division","Alcorcon","Extremadura UD",0,1,"A",10,12,1,6,70.1818181818182,72,70.5,70.25,69.5,68.7142857142857,68,66,70,67.75,67.75,66.1428571428571,-1,1
"129",129,806,"2018/2019","2019-05-18 00:00:00","F1","France","Le Championnat","Bordeaux","Reims",0,1,"A",13,9,4,2,75.7272727272727,78,76.5,75.75,74.75,73.1428571428571,72.9090909090909,73,73.5,71.75,73.75,69.2857142857143,-1,1
"130",130,807,"2018/2019","2019-05-18 00:00:00","F1","France","Le Championnat","Lille","Angers",5,0,"H",18,13,12,3,73.9090909090909,75,72.5,75.25,73,69.7142857142857,74.3636363636364,75,71.5,75,75,71.7142857142857,5,5
"131",131,808,"2018/2019","2019-05-18 00:00:00","F1","France","Le Championnat","Lyon","Caen",4,0,"H",16,7,8,2,81.0909090909091,84,84.5,81,78.75,76.4285714285714,74.0909090909091,71,74.5,73.75,75,70.4285714285714,4,4
"132",132,809,"2018/2019","2019-05-18 00:00:00","F1","France","Le Championnat","Monaco","Amiens",2,0,"H",10,9,3,3,79.7272727272727,83,81.5,78.75,79,75.2857142857143,75.0909090909091,77,76,75.25,74,71.2857142857143,2,2
"135",135,812,"2018/2019","2019-05-18 00:00:00","F1","France","Le Championnat","St Etienne","Nice",3,0,"H",11,19,5,5,77.4545454545455,84,76.5,77.25,76.5,71.5714285714286,77.1818181818182,77,81,76,76.5,72.1428571428571,3,3
"136",136,813,"2018/2019","2019-05-18 00:00:00","F1","France","Le Championnat","Strasbourg","Rennes",0,2,"A",19,11,6,6,74.1818181818182,76,72,74.5,74.5,70.8571428571429,76.5454545454545,76,77.5,77.5,75.25,73,-2,2
"137",137,814,"2018/2019","2019-05-18 00:00:00","SP1","Spain","La Liga Primera Division","Alaves","Girona",2,1,"H",14,13,7,4,77.2727272727273,80,77.5,77.75,76,75.4285714285714,77.7272727272727,77,78,77.75,77.75,74.8571428571429,1,3
"138",138,815,"2018/2019","2019-05-18 00:00:00","SP1","Spain","La Liga Primera Division","Celta","Vallecano",2,2,"D",14,11,5,4,77.9090909090909,78,82,77,76.75,75.5714285714286,75.1818181818182,74,75,76,74.75,73.2857142857143,0,4
"140",140,817,"2018/2019","2019-05-18 00:00:00","SP1","Spain","La Liga Primera Division","Espanol","Sociedad",2,0,"H",9,11,4,2,77.3636363636364,80,77.5,77.75,76.25,75.2857142857143,78.5454545454545,80,81,79,76.5,76,2,2
"141",141,818,"2018/2019","2019-05-18 00:00:00","D1","Germany","Bundesliga 1","Wolfsburg","Augsburg",8,1,"H",18,12,10,4,78.1818181818182,82,77.5,78.25,77.5,75,77.0909090909091,73,77.5,77.75,77.25,72.5714285714286,7,9
"142",142,819,"2018/2019","2019-05-17 00:00:00","F2","France","Division 2","Paris FC","Ajaccio GFCO",1,0,"H",12,11,2,3,67.0909090909091,69,68.5,66.25,66.75,64.5714285714286,65.9090909090909,61,64,68.25,65.75,62.4285714285714,1,1
"143",143,820,"2018/2019","2019-05-17 00:00:00","F2","France","Division 2","Niort","Red Star",1,0,"H",14,10,4,4,66.7272727272727,69,67.5,66,66.5,63.7142857142857,66.4545454545455,66,67.5,68.5,64,64.7142857142857,1,1
"145",145,822,"2018/2019","2019-05-17 00:00:00","F2","France","Division 2","Sochaux","Grenoble",3,1,"H",13,5,6,3,67.1818181818182,67,69,66,67.5,63.7142857142857,67.1818181818182,65,69.5,67,66.75,64.2857142857143,2,4
